Date,Open,High,Low,Close,Volume,Adj Close
2016-02-11,14.950000,15.200000,14.790000,14.950000,21362400,14.950000
2016-02-11,14.950000,15.200000,14.790000,14.950000,21362400,15.200000
2016-02-11,14.950000,15.200000,14.790000,14.950000,21362400,14.790000
2016-02-02,13.660000,13.720000,13.560000,13.620000,2944600,13.620000
2016-01-14,13.200000,13.220000,13.100000,13.190000,6124900,13.100000
2016-01-12,13.170000,13.200000,13.100000,13.170000,4581900,13.170000
2016-01-12,13.170000,13.200000,13.100000,13.170000,4581900,13.200000
2016-01-04,13.470000,13.520000,13.190000,13.190000,4517000,13.470000
2015-12-31,13.200000,13.250000,13.160000,13.190000,3475000,13.190000
2015-12-17,13.190000,13.200000,13.040000,13.080000,8252200,13.040000
2015-12-15,13.110000,13.190000,13.060000,13.110000,3920000,13.110000
2015-12-15,13.110000,13.190000,13.060000,13.110000,3920000,13.190000
2015-12-14,13.180000,13.190000,13.050000,13.060000,5566500,13.060000
2015-12-04,13.660000,13.940000,13.630000,13.870000,14748900,13.870000
2015-10-28,15.370000,15.600000,15.000000,15.260000,11487500,15.370000
2015-10-28,15.370000,15.600000,15.000000,15.260000,11487500,15.600000
2015-10-27,15.110000,15.210000,15.070000,15.130000,2331500,15.130000
2015-10-15,15.350000,15.450000,15.310000,15.390000,4885700,15.310000
2015-10-14,15.330000,15.450000,15.300000,15.420000,7028900,15.420000
2015-10-01,13.980000,14.040000,13.830000,13.900000,4069100,13.980000
2015-09-30,13.870000,14.090000,13.810000,13.870000,5062900,13.870000
2015-08-27,13.570000,13.960000,13.520000,13.800000,7999600,13.570000
2015-08-26,13.570000,13.580000,13.350000,13.560000,12373800,13.350000
2015-08-26,13.570000,13.580000,13.350000,13.560000,12373800,13.580000
2015-08-26,13.570000,13.580000,13.350000,13.560000,12373800,13.560000
2015-08-17,14.690000,14.710000,14.590000,14.630000,2270900,14.630000
2015-07-07,14.560000,14.580000,14.030000,14.430000,24144000,14.430000
2015-07-06,14.890000,15.150000,14.870000,14.990000,4410500,15.150000
2015-07-06,14.890000,15.150000,14.870000,14.990000,4410500,14.990000
2015-07-02,14.990000,15.030000,14.890000,14.950000,4405500,14.990000
2015-07-02,14.990000,15.030000,14.890000,14.950000,4405500,14.890000
2015-07-01,14.910000,14.990000,14.860000,14.900000,5470500,14.910000
2015-06-30,14.930000,15.180000,14.800000,15.030000,10391600,15.030000
2015-06-30,14.930000,15.180000,14.800000,15.030000,10391600,14.930000
2015-06-30,14.930000,15.180000,14.800000,15.030000,10391600,14.800000
2015-06-26,15.050000,15.130000,15.010000,15.110000,4754200,15.130000
2015-05-21,16.350000,16.450001,16.340000,16.389999,2663500,16.389999
2015-05-18,16.910000,16.959999,16.799999,16.889999,4940500,16.959999
2015-05-18,16.910000,16.959999,16.799999,16.889999,4940500,16.889999
2015-05-18,16.910000,16.959999,16.799999,16.889999,4940500,16.910000
2015-05-18,16.910000,16.959999,16.799999,16.889999,4940500,16.799999
2015-05-13,16.309999,16.469999,16.250000,16.350000,17716400,16.350000
2015-04-01,16.000000,16.350000,16.000000,16.230000,6478100,16.000000
2015-03-31,15.940000,16.110001,15.850000,15.930000,5294300,15.930000
2015-03-17,14.760000,15.070000,14.750000,14.900000,5200400,14.760000
2015-03-13,14.920000,14.950000,14.820000,14.900000,3739300,14.950000
2015-03-12,14.960000,14.980000,14.820000,14.920000,3716600,14.920000
2015-03-11,14.960000,14.960000,14.630000,14.840000,10644800,14.630000
2015-03-11,14.960000,14.960000,14.630000,14.840000,10644800,14.840000
2015-01-22,17.580000,17.690001,17.400000,17.610001,8313100,17.690001
2015-01-22,17.580000,17.690001,17.400000,17.610001,8313100,17.610001
2015-01-22,17.580000,17.690001,17.400000,17.610001,8313100,17.400000
2015-01-21,17.650000,17.690001,17.240000,17.370001,13769400,17.650000
